model,layer,scenario,feature,coefficient,abs_coefficient,odds_ratio
unweighted_compact,compact,all,years_experience,0.042696355131227055,0.042696355131227055,1.0436209565862975
unweighted_compact,compact,all,tenure_months,0.032582749877108984,0.032582749877108984,1.033119380108649
unweighted_compact,compact,all,close_family_relation_flag,1e-06,1e-06,1.0000010000005
unweighted_compact,compact,all,same_city_flag,1e-06,1e-06,1.0000010000005
unweighted_compact,compact,all,same_college_flag,1e-06,1e-06,1.0000010000005
unweighted_compact,compact,all,connection_strength,1e-06,1e-06,1.0000010000005
unweighted_compact,compact,all,discretionary_family_flag,1e-06,1e-06,1.0000010000005
unweighted_compact,compact,all,discretionary_alumni_network_flag,1e-06,1e-06,1.0000010000005
unweighted_compact,compact,all,discretionary_internal_source_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,discretionary_referral_flag,2.020713327545822,2.020713327545822,7.543704146828827
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,discretionary_legacy_referral_flag,1.2250077502218983,1.2250077502218983,3.404192465935577
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,discretionary_internal_source_flag,1.1522931623308201,1.1522931623308201,3.165443468881027
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,same_high_school_flag,1.0434261351052205,1.0434261351052205,2.838926918307896
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,has_discretionary_channel,0.7281849095701501,0.7281849095701501,2.0713175648865705
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,promotion_headroom,0.5614514802290755,0.5614514802290755,1.7532154118643506
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,family_link_flag,0.48774695140936786,0.48774695140936786,1.6286426720914418
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,connection_strength,0.08847768738298739,0.08847768738298739,1.0925098755840863
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,performance_score,0.0848490706580423,0.0848490706580423,1.0885527597476257
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,same_last_name_flag,0.064676677946236,0.064676677946236,1.0668140441096066
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,tenure_months,1e-06,1e-06,1.0000010000005
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,years_experience,1e-06,1e-06,1.0000010000005
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,close_family_relation_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,same_city_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,same_college_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,discretionary_family_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,discretionary_manager_endorsement_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__High nepotism risk,explanatory_scenario,High nepotism risk,discretionary_alumni_network_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,promotion_headroom,2.104110788249543,2.104110788249543,8.199808400869014
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,discretionary_internal_source_flag,0.9501353327407777,0.9501353327407777,2.586059614170537
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,discretionary_alumni_network_flag,0.8483808753663011,0.8483808753663011,2.335861737187049
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,has_discretionary_channel,0.42092097324046174,0.42092097324046174,1.5233638871401525
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,same_college_flag,0.37543477964508293,0.37543477964508293,1.4556241528099236
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,same_city_flag,0.36181599616655297,0.36181599616655297,1.4359347001609362
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,connection_strength,0.3272303412153969,0.3272303412153969,1.3871209515107104
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,discretionary_legacy_referral_flag,0.3035820201220675,0.3035820201220675,1.354702699266165
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,same_high_school_flag,0.23151401949275568,0.23151401949275568,1.2605069981224666
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,years_experience,0.09980565176332022,0.09980565176332022,1.104956150926974
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,performance_score,0.08689256596857903,0.08689256596857903,1.0907794865854898
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,tenure_months,0.06976303951682375,0.06976303951682375,1.07225406930581
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,close_family_relation_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,same_last_name_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,family_link_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,discretionary_family_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,discretionary_referral_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Merit-based,explanatory_scenario,Merit-based,discretionary_manager_endorsement_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,promotion_headroom,1.742921936716287,1.742921936716287,5.714015044454435
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,discretionary_manager_endorsement_flag,1.6087040696633932,1.6087040696633932,4.996332132130227
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,discretionary_referral_flag,0.7090576895427443,0.7090576895427443,2.0320755101704298
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,same_high_school_flag,0.5786899632274182,0.5786899632274182,1.7837001866558269
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,discretionary_legacy_referral_flag,0.5786899632273589,0.5786899632273589,1.7837001866557212
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,performance_score,0.1451539131774621,0.1451539131774621,1.1562175136851205
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,tenure_months,0.09335351346598351,0.09335351346598351,1.0978497713538506
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,years_experience,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,close_family_relation_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,same_city_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,same_college_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,same_last_name_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,family_link_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,connection_strength,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,has_discretionary_channel,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,discretionary_family_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,discretionary_alumni_network_flag,1e-06,1e-06,1.0000010000005
balanced_explanatory__Moderate favoritism,explanatory_scenario,Moderate favoritism,discretionary_internal_source_flag,1e-06,1e-06,1.0000010000005
